path,session,subject_id,finger_id,image_name,height,width,channels,size_bytes,status
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_2\04.jpg,1st_session,099,2,04.jpg,480,640,3,14319,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_2\05.jpg,1st_session,099,2,05.jpg,480,640,3,14240,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_2\06.jpg,1st_session,099,2,06.jpg,480,640,3,13992,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\01.jpg,1st_session,099,3,01.jpg,480,640,3,13966,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\02.jpg,1st_session,099,3,02.jpg,480,640,3,13934,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\03.jpg,1st_session,099,3,03.jpg,480,640,3,14067,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\04.jpg,1st_session,099,3,04.jpg,480,640,3,13935,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\05.jpg,1st_session,099,3,05.jpg,480,640,3,13961,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_3\06.jpg,1st_session,099,3,06.jpg,480,640,3,13959,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\01.jpg,1st_session,099,4,01.jpg,480,640,3,14620,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\02.jpg,1st_session,099,4,02.jpg,480,640,3,14585,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\03.jpg,1st_session,099,4,03.jpg,480,640,3,14778,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\04.jpg,1st_session,099,4,04.jpg,480,640,3,14483,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\05.jpg,1st_session,099,4,05.jpg,480,640,3,14760,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\099_4\06.jpg,1st_session,099,4,06.jpg,480,640,3,14794,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\01.jpg,1st_session,100,1,01.jpg,480,640,3,13449,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\02.jpg,1st_session,100,1,02.jpg,480,640,3,13197,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\03.jpg,1st_session,100,1,03.jpg,480,640,3,14224,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\04.jpg,1st_session,100,1,04.jpg,480,640,3,14478,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\05.jpg,1st_session,100,1,05.jpg,480,640,3,14424,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_1\06.jpg,1st_session,100,1,06.jpg,480,640,3,14309,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\01.jpg,1st_session,100,2,01.jpg,480,640,3,13885,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\02.jpg,1st_session,100,2,02.jpg,480,640,3,13884,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\03.jpg,1st_session,100,2,03.jpg,480,640,3,13950,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\04.jpg,1st_session,100,2,04.jpg,480,640,3,13964,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\05.jpg,1st_session,100,2,05.jpg,480,640,3,13890,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_2\06.jpg,1st_session,100,2,06.jpg,480,640,3,13896,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\01.jpg,1st_session,100,3,01.jpg,480,640,3,13238,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\02.jpg,1st_session,100,3,02.jpg,480,640,3,13115,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\03.jpg,1st_session,100,3,03.jpg,480,640,3,13130,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\04.jpg,1st_session,100,3,04.jpg,480,640,3,13165,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\05.jpg,1st_session,100,3,05.jpg,480,640,3,13240,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_3\06.jpg,1st_session,100,3,06.jpg,480,640,3,13308,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\01.jpg,1st_session,100,4,01.jpg,480,640,3,13570,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\02.jpg,1st_session,100,4,02.jpg,480,640,3,13578,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\03.jpg,1st_session,100,4,03.jpg,480,640,3,13537,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\04.jpg,1st_session,100,4,04.jpg,480,640,3,14023,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\05.jpg,1st_session,100,4,05.jpg,480,640,3,13111,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\100_4\06.jpg,1st_session,100,4,06.jpg,480,640,3,13719,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\01.jpg,1st_session,101,1,01.jpg,480,640,3,14102,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\02.jpg,1st_session,101,1,02.jpg,480,640,3,13811,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\03.jpg,1st_session,101,1,03.jpg,480,640,3,14123,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\04.jpg,1st_session,101,1,04.jpg,480,640,3,14264,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\05.jpg,1st_session,101,1,05.jpg,480,640,3,13914,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_1\06.jpg,1st_session,101,1,06.jpg,480,640,3,14105,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\01.jpg,1st_session,101,2,01.jpg,480,640,3,14726,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\02.jpg,1st_session,101,2,02.jpg,480,640,3,14094,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\03.jpg,1st_session,101,2,03.jpg,480,640,3,14616,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\04.jpg,1st_session,101,2,04.jpg,480,640,3,14591,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\05.jpg,1st_session,101,2,05.jpg,480,640,3,14419,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_2\06.jpg,1st_session,101,2,06.jpg,480,640,3,14510,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\01.jpg,1st_session,101,3,01.jpg,480,640,3,13426,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\02.jpg,1st_session,101,3,02.jpg,480,640,3,13374,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\03.jpg,1st_session,101,3,03.jpg,480,640,3,13205,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\04.jpg,1st_session,101,3,04.jpg,480,640,3,13542,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\05.jpg,1st_session,101,3,05.jpg,480,640,3,13285,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_3\06.jpg,1st_session,101,3,06.jpg,480,640,3,13162,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\01.jpg,1st_session,101,4,01.jpg,480,640,3,13327,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\02.jpg,1st_session,101,4,02.jpg,480,640,3,13234,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\03.jpg,1st_session,101,4,03.jpg,480,640,3,13261,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\04.jpg,1st_session,101,4,04.jpg,480,640,3,13586,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\05.jpg,1st_session,101,4,05.jpg,480,640,3,13833,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\101_4\06.jpg,1st_session,101,4,06.jpg,480,640,3,13793,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\01.jpg,1st_session,102,1,01.jpg,480,640,3,15256,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\02.jpg,1st_session,102,1,02.jpg,480,640,3,15363,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\03.jpg,1st_session,102,1,03.jpg,480,640,3,15275,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\04.jpg,1st_session,102,1,04.jpg,480,640,3,15103,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\05.jpg,1st_session,102,1,05.jpg,480,640,3,15210,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_1\06.jpg,1st_session,102,1,06.jpg,480,640,3,15038,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\01.jpg,1st_session,102,2,01.jpg,480,640,3,15960,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\02.jpg,1st_session,102,2,02.jpg,480,640,3,15915,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\03.jpg,1st_session,102,2,03.jpg,480,640,3,15859,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\04.jpg,1st_session,102,2,04.jpg,480,640,3,15852,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\05.jpg,1st_session,102,2,05.jpg,480,640,3,15885,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_2\06.jpg,1st_session,102,2,06.jpg,480,640,3,15847,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\01.jpg,1st_session,102,3,01.jpg,480,640,3,15144,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\02.jpg,1st_session,102,3,02.jpg,480,640,3,15172,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\03.jpg,1st_session,102,3,03.jpg,480,640,3,15055,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\04.jpg,1st_session,102,3,04.jpg,480,640,3,15046,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\05.jpg,1st_session,102,3,05.jpg,480,640,3,15067,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_3\06.jpg,1st_session,102,3,06.jpg,480,640,3,15074,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\01.jpg,1st_session,102,4,01.jpg,480,640,3,15070,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\02.jpg,1st_session,102,4,02.jpg,480,640,3,15033,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\03.jpg,1st_session,102,4,03.jpg,480,640,3,14971,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\04.jpg,1st_session,102,4,04.jpg,480,640,3,14942,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\05.jpg,1st_session,102,4,05.jpg,480,640,3,14984,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\102_4\06.jpg,1st_session,102,4,06.jpg,480,640,3,14980,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\01.jpg,1st_session,103,1,01.jpg,480,640,3,15156,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\02.jpg,1st_session,103,1,02.jpg,480,640,3,14991,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\03.jpg,1st_session,103,1,03.jpg,480,640,3,15083,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\04.jpg,1st_session,103,1,04.jpg,480,640,3,15007,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\05.jpg,1st_session,103,1,05.jpg,480,640,3,15108,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_1\06.jpg,1st_session,103,1,06.jpg,480,640,3,15084,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\01.jpg,1st_session,103,2,01.jpg,480,640,3,13938,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\02.jpg,1st_session,103,2,02.jpg,480,640,3,14009,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\03.jpg,1st_session,103,2,03.jpg,480,640,3,14012,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\04.jpg,1st_session,103,2,04.jpg,480,640,3,13940,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\05.jpg,1st_session,103,2,05.jpg,480,640,3,13977,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_2\06.jpg,1st_session,103,2,06.jpg,480,640,3,13981,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\01.jpg,1st_session,103,3,01.jpg,480,640,3,13833,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\02.jpg,1st_session,103,3,02.jpg,480,640,3,13775,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\03.jpg,1st_session,103,3,03.jpg,480,640,3,13831,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\04.jpg,1st_session,103,3,04.jpg,480,640,3,13843,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\05.jpg,1st_session,103,3,05.jpg,480,640,3,13695,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_3\06.jpg,1st_session,103,3,06.jpg,480,640,3,13690,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\01.jpg,1st_session,103,4,01.jpg,480,640,3,13867,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\02.jpg,1st_session,103,4,02.jpg,480,640,3,14018,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\03.jpg,1st_session,103,4,03.jpg,480,640,3,15475,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\04.jpg,1st_session,103,4,04.jpg,480,640,3,14105,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\05.jpg,1st_session,103,4,05.jpg,480,640,3,13956,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\103_4\06.jpg,1st_session,103,4,06.jpg,480,640,3,13764,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\01.jpg,1st_session,104,1,01.jpg,480,640,3,14851,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\02.jpg,1st_session,104,1,02.jpg,480,640,3,14933,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\03.jpg,1st_session,104,1,03.jpg,480,640,3,14959,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\04.jpg,1st_session,104,1,04.jpg,480,640,3,14851,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\05.jpg,1st_session,104,1,05.jpg,480,640,3,14845,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_1\06.jpg,1st_session,104,1,06.jpg,480,640,3,14925,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\01.jpg,1st_session,104,2,01.jpg,480,640,3,14685,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\02.jpg,1st_session,104,2,02.jpg,480,640,3,14868,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\03.jpg,1st_session,104,2,03.jpg,480,640,3,13383,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\04.jpg,1st_session,104,2,04.jpg,480,640,3,13463,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\05.jpg,1st_session,104,2,05.jpg,480,640,3,13399,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_2\06.jpg,1st_session,104,2,06.jpg,480,640,3,13464,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\01.jpg,1st_session,104,3,01.jpg,480,640,3,13027,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\02.jpg,1st_session,104,3,02.jpg,480,640,3,13091,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\03.jpg,1st_session,104,3,03.jpg,480,640,3,13056,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\04.jpg,1st_session,104,3,04.jpg,480,640,3,13072,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\05.jpg,1st_session,104,3,05.jpg,480,640,3,13130,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_3\06.jpg,1st_session,104,3,06.jpg,480,640,3,13051,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\01.jpg,1st_session,104,4,01.jpg,480,640,3,12703,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\02.jpg,1st_session,104,4,02.jpg,480,640,3,12762,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\03.jpg,1st_session,104,4,03.jpg,480,640,3,12712,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\04.jpg,1st_session,104,4,04.jpg,480,640,3,13863,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\05.jpg,1st_session,104,4,05.jpg,480,640,3,13948,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\104_4\06.jpg,1st_session,104,4,06.jpg,480,640,3,13879,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\01.jpg,1st_session,105,1,01.jpg,480,640,3,13505,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\02.jpg,1st_session,105,1,02.jpg,480,640,3,13444,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\03.jpg,1st_session,105,1,03.jpg,480,640,3,13371,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\04.jpg,1st_session,105,1,04.jpg,480,640,3,13267,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\05.jpg,1st_session,105,1,05.jpg,480,640,3,13204,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_1\06.jpg,1st_session,105,1,06.jpg,480,640,3,13247,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\01.jpg,1st_session,105,2,01.jpg,480,640,3,13163,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\02.jpg,1st_session,105,2,02.jpg,480,640,3,13251,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\03.jpg,1st_session,105,2,03.jpg,480,640,3,13270,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\04.jpg,1st_session,105,2,04.jpg,480,640,3,13162,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\05.jpg,1st_session,105,2,05.jpg,480,640,3,13164,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_2\06.jpg,1st_session,105,2,06.jpg,480,640,3,13202,OK
E:\topoVein-Iampro\Published_database_FV-USM_Dec2013\Published_database_FV-USM_Dec2013\1st_session\raw_data\105_3\01.jpg,1st_session,105,3,01.jpg,480,640,3,13320,OK
